episode,timestep,reward
5753,132342,-932.9495239257812
5755,132388,-1139.0382080078125
5757,132434,-980.5947875976562
5759,132480,-1004.01513671875
5761,132526,-847.9017944335938
5763,132572,-853.9129638671875
5765,132618,-904.9168701171875
5767,132664,-1322.4765625
5769,132710,-904.9168701171875
5771,132756,-1082.055419921875
5773,132802,-853.8627319335938
5775,132848,-847.9017944335938
5777,132894,-850.4447021484375
5779,132940,-869.0720825195312
5781,132986,-904.9168701171875
5783,133032,-847.9017944335938
5785,133078,-847.9017944335938
5787,133124,-847.9017944335938
5789,133170,-1058.304443359375
5791,133216,-995.0408935546875
5793,133262,-932.9495239257812
5795,133308,-847.9017944335938
5797,133354,-847.9017944335938
5799,133400,-847.9017944335938
5801,133446,-853.8627319335938
5803,133492,-848.37451171875
5805,133538,-943.241455078125
5807,133584,-936.9989013671875
5809,133630,-934.1890869140625
5811,133676,-847.9017944335938
5813,133722,-1449.470703125
5815,133768,-847.9017944335938
5817,133814,-847.9017944335938
5819,133860,-847.9017944335938
5821,133906,-847.9017944335938
5823,133952,-849.1132202148438
5825,133998,-876.2021484375
5827,134044,-847.9017944335938
5829,134090,-847.9017944335938
5831,134136,-1228.5897216796875
5833,134182,-849.4313354492188
5835,134228,-1856.34521484375
5837,134274,-847.9017944335938
5839,134320,-847.9017944335938
5841,134366,-847.9017944335938
5843,134412,-959.7427978515625
5845,134458,-847.9017944335938
5847,134504,-847.9017944335938
5849,134550,-847.9017944335938
5851,134596,-847.9017944335938
5853,134642,-849.67431640625
5855,134688,-847.9017944335938
5857,134734,-847.9017944335938
5859,134780,-847.9017944335938
5861,134826,-1228.5897216796875
5863,134872,-847.9017944335938
5865,134918,-847.9017944335938
5867,134964,-847.9017944335938
5869,135010,-848.4758911132812
5871,135056,-852.3052368164062
5873,135102,-849.67431640625
5875,135148,-847.9017944335938
5877,135194,-931.2904052734375
5879,135240,-973.9063720703125
5881,135286,-856.1476440429688
5883,135332,-847.9017944335938
5885,135378,-847.9017944335938
5887,135424,-847.9017944335938
5889,135470,-847.9017944335938
5891,135516,-847.9017944335938
5893,135562,-847.9017944335938
5895,135608,-847.9017944335938
5897,135654,-847.9017944335938
5899,135700,-847.9017944335938
5901,135746,-932.9495239257812
5903,135792,-847.9017944335938
5905,135838,-847.9017944335938
5907,135884,-847.9017944335938
5909,135930,-847.9017944335938
5911,135976,-847.9017944335938
5913,136022,-847.9017944335938
5915,136068,-847.9017944335938
5917,136114,-847.9017944335938
5919,136160,-847.9017944335938
5921,136206,-847.9017944335938
5923,136252,-847.9017944335938
5925,136298,-904.9168701171875
5927,136344,-847.9017944335938
5929,136390,-847.9017944335938
5931,136436,-1004.01513671875
5933,136482,-1280.6270751953125
5935,136528,-847.9017944335938
5937,136574,-847.9017944335938
5939,136620,-847.9017944335938
5941,136666,-847.9017944335938
5943,136712,-847.9017944335938
5945,136758,-847.9017944335938
5947,136804,-847.9017944335938
5949,136850,-847.9017944335938
5951,136896,-847.9017944335938
5953,136942,-847.9017944335938
5955,136988,-847.9017944335938
5957,137034,-847.9017944335938
5959,137080,-847.9017944335938
5961,137126,-847.9017944335938
5963,137172,-847.9017944335938
5965,137218,-847.9017944335938
5967,137264,-847.9017944335938
5969,137310,-847.9017944335938
5971,137356,-847.9017944335938
5973,137402,-847.9017944335938
5975,137448,-847.9017944335938
5977,137494,-847.9017944335938
5979,137540,-847.9017944335938
5981,137586,-847.9017944335938
5983,137632,-847.9017944335938
5985,137678,-847.9017944335938
5987,137724,-847.9017944335938
5989,137770,-847.9017944335938
5991,137816,-847.9017944335938
5993,137862,-847.9017944335938
5995,137908,-943.241455078125
5997,137954,-847.9017944335938
5999,138000,-847.9017944335938
6001,138046,-847.9017944335938
6003,138092,-847.9017944335938
6005,138138,-847.9017944335938
6007,138184,-847.9017944335938
6009,138230,-847.9017944335938
6011,138276,-847.9017944335938
6013,138322,-847.9017944335938
6015,138368,-847.9017944335938
6017,138414,-847.9017944335938
6019,138460,-847.9017944335938
6021,138506,-847.9017944335938
6023,138552,-847.9017944335938
6025,138598,-847.9017944335938
6027,138644,-847.9017944335938
6029,138690,-847.9017944335938
6031,138736,-847.9017944335938
6033,138782,-847.9017944335938
6035,138828,-847.9017944335938
6037,138874,-847.9017944335938
6039,138920,-847.9017944335938
6041,138966,-847.9017944335938
6043,139012,-847.9017944335938
6045,139058,-847.9017944335938
6047,139104,-847.9017944335938
6049,139150,-847.9017944335938
6051,139196,-847.9017944335938
6053,139242,-847.9017944335938
6055,139288,-847.9017944335938
6057,139334,-847.9017944335938
6059,139380,-847.9017944335938
6061,139426,-847.9017944335938
6063,139472,-847.9017944335938
6065,139518,-847.9017944335938
6067,139564,-847.9017944335938
6069,139610,-847.9017944335938
6071,139656,-847.9017944335938
6073,139702,-847.9017944335938
6075,139748,-847.9017944335938
6077,139794,-847.9017944335938
6079,139840,-847.9017944335938
6081,139886,-849.67431640625
6083,139932,-849.1415405273438
6085,139978,-847.9017944335938
6087,140024,-847.9017944335938
6089,140070,-847.9017944335938
6091,140116,-850.006103515625
6093,140162,-847.9017944335938
6095,140208,-1004.01513671875
6097,140254,-847.9017944335938
6099,140300,-847.9017944335938
6101,140346,-847.9017944335938
6103,140392,-847.9017944335938
6105,140438,-847.9017944335938
6107,140484,-847.9017944335938
6109,140530,-847.9017944335938
6111,140576,-847.9017944335938
6113,140622,-929.8187255859375
6115,140668,-847.9017944335938
6117,140714,-847.9017944335938
6119,140760,-847.9017944335938
6121,140806,-847.9017944335938
6123,140852,-847.9017944335938
6125,140898,-847.9017944335938
6127,140944,-847.9017944335938
6129,140990,-847.9017944335938
6131,141036,-847.9017944335938
6133,141082,-847.9017944335938
6135,141128,-847.9017944335938
6137,141174,-847.9017944335938
6139,141220,-847.9017944335938
6141,141266,-849.141357421875
6143,141312,-847.9017944335938
6145,141358,-847.9017944335938
6147,141404,-847.9017944335938
6149,141450,-849.3734741210938
6151,141496,-847.9017944335938
6153,141542,-847.9017944335938
6155,141588,-847.9017944335938
6157,141634,-847.9017944335938
6159,141680,-847.9017944335938
6161,141726,-847.9017944335938
6163,141772,-847.9017944335938
6165,141818,-847.9017944335938
6167,141864,-847.9017944335938
6169,141910,-903.0084838867188
6171,141956,-1855.1337890625
6173,142002,-847.9017944335938
6175,142048,-847.9017944335938
6177,142094,-849.1132202148438
6179,142140,-847.9017944335938
6181,142186,-847.9017944335938
6183,142232,-847.9017944335938
6185,142278,-847.9017944335938
6187,142324,-847.9017944335938
6189,142370,-847.9017944335938
6191,142416,-847.9017944335938
6193,142462,-847.9017944335938
6195,142508,-847.9017944335938
6197,142554,-847.9017944335938
6199,142600,-847.9017944335938
6201,142646,-849.3659057617188
6203,142692,-847.9017944335938
6205,142738,-847.9017944335938
6207,142784,-847.9017944335938
6209,142830,-847.9017944335938
6211,142876,-847.9017944335938
6213,142922,-849.3659057617188
6215,142968,-847.9017944335938
6217,143014,-847.9017944335938
6219,143060,-849.1132202148438
6221,143106,-847.9017944335938
6223,143152,-849.497802734375
6225,143198,-847.9017944335938
6227,143244,-847.9017944335938
6229,143290,-847.9017944335938
6231,143336,-847.9017944335938
6233,143382,-847.9017944335938
6235,143428,-1050.05859375
6237,143474,-847.9017944335938
6239,143520,-1228.5897216796875
6241,143566,-847.9017944335938
6243,143612,-847.9017944335938
6245,143658,-847.9017944335938
6247,143704,-847.9017944335938
6249,143750,-847.9017944335938
6251,143796,-847.9017944335938
6253,143842,-847.9017944335938
6255,143888,-849.1123046875
6257,143934,-847.9017944335938
6259,143980,-847.9017944335938
6261,144026,-847.9017944335938
6263,144072,-847.9017944335938
6265,144118,-847.9017944335938
6267,144164,-847.9017944335938
6269,144210,-847.9017944335938
6271,144256,-847.9017944335938
6273,144302,-847.9017944335938
6275,144348,-847.9017944335938
6277,144394,-847.9017944335938
6279,144440,-847.9017944335938
6281,144486,-847.9017944335938
6283,144532,-847.9017944335938
6285,144578,-847.9017944335938
6287,144624,-847.9017944335938
6289,144670,-847.9017944335938
6291,144716,-849.1132202148438
6293,144762,-847.9017944335938
6295,144808,-848.6721801757812
6297,144854,-847.9017944335938
6299,144900,-847.9017944335938
6301,144946,-847.9017944335938
6303,144992,-847.9017944335938
6305,145038,-847.9017944335938
6307,145084,-847.9017944335938
6309,145130,-847.9017944335938
6311,145176,-847.9017944335938
6313,145222,-847.9017944335938
6315,145268,-847.9017944335938
6317,145314,-847.9017944335938
6319,145360,-847.9017944335938
6321,145406,-847.9017944335938
6323,145452,-847.9017944335938
6325,145498,-847.9017944335938
6327,145544,-847.9017944335938
6329,145590,-1050.05859375
6331,145636,-1549.8607177734375
6333,145682,-848.4758911132812
6335,145728,-847.9017944335938
6337,145774,-847.9017944335938
6339,145820,-847.9017944335938
6341,145866,-847.9017944335938
6343,145912,-847.9017944335938
6345,145958,-847.9017944335938
6347,146004,-847.9017944335938
6349,146050,-847.9017944335938
6351,146096,-847.9017944335938
6353,146142,-871.0838623046875
6355,146188,-1082.055419921875
6357,146234,-848.4758911132812
6359,146280,-847.9017944335938
6361,146326,-904.9168701171875
6363,146372,-852.3052368164062
6365,146418,-850.006103515625
6367,146464,-995.7796630859375
6369,146510,-1104.3944091796875
6371,146556,-905.3895874023438
6373,146602,-1228.5897216796875
6375,146648,-975.6429443359375
6377,146694,-872.6798706054688
6379,146740,-847.9017944335938
6381,146786,-847.9017944335938
6383,146832,-1091.1458740234375
6385,146878,-847.9017944335938
6387,146924,-1006.756103515625
6389,146970,-849.9036254882812
6391,147016,-849.1123046875
6393,147062,-847.9017944335938
6395,147108,-876.2021484375
6397,147154,-847.9017944335938
6399,147200,-847.9017944335938
6401,147246,-1230.1192626953125
6403,147292,-1106.0029296875
6405,147338,-853.1198120117188
6407,147384,-1448.896484375
6409,147430,-1282.3995361328125
6411,147476,-1131.9754638671875
6413,147522,-856.1476440429688
6415,147568,-1083.665283203125
6417,147614,-848.6721801757812
6419,147660,-850.006103515625
6421,147706,-1836.169677734375
6423,147752,-1011.7401123046875
6425,147798,-862.7588500976562
6427,147844,-910.4835815429688
6429,147890,-1281.3974609375
6431,147936,-2287.85888671875
6433,147982,-1230.0538330078125
6435,148028,-847.9017944335938
6437,148074,-1063.1343994140625
6439,148120,-1095.1546630859375
6441,148166,-1552.8729248046875
6443,148212,-1660.077880859375
6445,148258,-903.0084838867188
6447,148304,-943.241455078125
6449,148350,-847.9017944335938
6451,148396,-849.1123046875
6453,148442,-847.9017944335938
6455,148488,-995.0408935546875
6457,148534,-850.006103515625
6459,148580,-1028.2891845703125
6461,148626,-1212.9130859375
6463,148672,-847.9017944335938
6465,148718,-1052.0604248046875
6467,148764,-850.6740112304688
6469,148810,-847.9017944335938
6471,148856,-1357.572021484375
6473,148902,-847.9017944335938
6475,148948,-1605.009765625
6477,148994,-1599.8115234375
6479,149040,-1619.705078125
6481,149086,-1284.212158203125
6483,149132,-1403.5565185546875
6485,149178,-1454.55712890625
6487,149224,-848.37451171875
6489,149270,-1212.9130859375
6491,149316,-847.9017944335938
6493,149362,-847.9017944335938
6495,149408,-1183.9320068359375
6497,149454,-1452.211181640625
6499,149500,-1366.310302734375
6501,149546,-852.3052368164062
6503,149592,-868.77001953125
6505,149638,-1322.1376953125
6507,149684,-941.3489990234375
6509,149730,-849.4313354492188
6511,149776,-903.0084838867188
6513,149822,-1282.4742431640625
6515,149868,-872.5556030273438
6517,149914,-1063.5224609375
6519,149960,-1905.85546875
6521,150006,-1100.6021728515625
6523,150052,-1658.275146484375
6525,150098,-1252.983154296875
6527,150144,-1474.827392578125
6529,150190,-1082.055419921875
6531,150236,-849.3734741210938
6533,150282,-998.0833740234375
6535,150328,-849.67431640625
6537,150374,-849.3734741210938
6539,150420,-1176.193603515625
6541,150466,-1212.9130859375
6543,150512,-975.6429443359375
6545,150558,-1021.87548828125
6547,150604,-863.2767333984375
6549,150650,-1660.495361328125
6551,150696,-999.0943603515625
6553,150742,-1451.472412109375
6555,150788,-849.1415405273438
6557,150834,-999.6793212890625
6559,150880,-1353.843994140625
6561,150926,-1739.9093017578125
6563,150972,-847.9017944335938
6565,151018,-1084.1790771484375
6567,151064,-1288.0531005859375
6569,151110,-1268.0650634765625
6571,151156,-1657.636962890625
6573,151202,-1317.686767578125
6575,151248,-849.5859375
6577,151294,-1886.763671875
6579,151340,-2512.723388671875
6581,151386,-1061.154296875
6583,151432,-1683.624267578125
6585,151478,-1946.926025390625
6587,151524,-1361.3837890625
6589,151570,-926.3367309570312
6591,151616,-1825.6025390625
6593,151662,-2755.90966796875
6595,151708,-2622.747314453125
6597,151754,-1913.931396484375
6599,151800,-1995.62255859375
6601,151846,-3060.780517578125
6603,151892,-2549.9130859375
6605,151938,-2452.82080078125
6607,151984,-2519.803955078125
6609,152030,-963.8051147460938
6611,152076,-2055.64794921875
6613,152122,-4083.0810546875
6615,152168,-3003.330078125
6617,152214,-2558.64111328125
6619,152260,-2586.501220703125
6621,152306,-4957.4716796875
6623,152352,-2306.490234375
6625,152398,-2181.594970703125
6627,152444,-1363.0960693359375
6629,152490,-2500.61767578125
6631,152536,-4513.98681640625
6633,152582,-2079.11083984375
6635,152628,-3199.259033203125
6637,152674,-3006.76708984375
6639,152720,-2622.40283203125
6641,152766,-1468.6414794921875
6643,152812,-1271.888671875
6645,152858,-1562.2174072265625
6647,152904,-2388.523681640625
6649,152950,-4013.678955078125
6651,152996,-2649.910888671875
6653,153042,-2130.194580078125
6655,153088,-1563.1500244140625
6657,153134,-2779.12255859375
6659,153180,-1813.7415771484375
6661,153226,-1080.7232666015625
6663,153272,-2093.381103515625
6665,153318,-1924.7708740234375
6667,153364,-848.6721801757812
6669,153410,-2023.6513671875
6671,153456,-1529.8990478515625
6673,153502,-4697.48193359375
6675,153548,-2063.532958984375
6677,153594,-1857.050537109375
6679,153640,-2018.4195556640625
6681,153686,-1251.61474609375
6683,153732,-1846.867919921875
6685,153778,-2738.615478515625
6687,153824,-1163.4066162109375
6689,153870,-1448.896484375
6691,153916,-1294.7744140625
6693,153962,-857.6193237304688
6695,154008,-1463.753662109375
6697,154054,-907.4597778320312
6699,154100,-869.6461791992188
6701,154146,-853.8627319335938
6703,154192,-847.9017944335938
6705,154238,-848.37451171875
6707,154284,-1271.652587890625
6709,154330,-852.3052368164062
6711,154376,-980.6519775390625
6713,154422,-847.9017944335938
6715,154468,-847.9017944335938
6717,154514,-865.1251831054688
6719,154560,-852.7099609375
6721,154606,-886.2423095703125
6723,154652,-936.9989013671875
6725,154698,-849.1123046875
6727,154744,-872.6798706054688
6729,154790,-849.3734741210938
6731,154836,-848.37451171875
6733,154882,-1212.9130859375
6735,154928,-847.9017944335938
6737,154974,-849.1123046875
6739,155020,-1091.1458740234375
6741,155066,-1006.0169677734375
6743,155112,-1455.8768310546875
6745,155158,-847.9017944335938
6747,155204,-847.9017944335938
6749,155250,-996.570068359375
6751,155296,-1229.3599853515625
6753,155342,-1054.4620361328125
6755,155388,-889.048828125
6757,155434,-856.1476440429688
6759,155480,-847.9017944335938
6761,155526,-932.9495239257812
6763,155572,-847.9017944335938
6765,155618,-847.9017944335938
6767,155664,-849.3734741210938
6769,155710,-851.6761474609375
6771,155756,-857.3873901367188
6773,155802,-943.241455078125
6775,155848,-851.4468383789062
6777,155894,-1855.1337890625
6779,155940,-932.9495239257812
6781,155986,-847.9017944335938
6783,156032,-847.9017944335938
6785,156078,-847.9017944335938
6787,156124,-854.3302612304688
6789,156170,-849.1123046875
6791,156216,-849.1123046875
6793,156262,-847.9017944335938
6795,156308,-847.9017944335938
6797,156354,-847.9017944335938
6799,156400,-847.9017944335938
6801,156446,-1551.0711669921875
6803,156492,-847.9017944335938
6805,156538,-847.9017944335938
6807,156584,-849.1123046875
6809,156630,-849.67431640625
6811,156676,-847.9017944335938
6813,156722,-929.8187255859375
6815,156768,-849.1123046875
6817,156814,-849.67431640625
6819,156860,-847.9017944335938
6821,156906,-848.37451171875
6823,156952,-949.4173583984375
6825,156998,-929.8187255859375
6827,157044,-849.9036254882812
6829,157090,-847.9017944335938
6831,157136,-850.3763427734375
6833,157182,-847.9017944335938
6835,157228,-854.7280883789062
6837,157274,-848.6721801757812
6839,157320,-847.9017944335938
6841,157366,-847.9017944335938
6843,157412,-847.9017944335938
6845,157458,-847.9017944335938
6847,157504,-847.9017944335938
6849,157550,-847.9017944335938
6851,157596,-849.1123046875
6853,157642,-847.9017944335938
6855,157688,-847.9017944335938
6857,157734,-903.0084838867188
6859,157780,-871.0838623046875
6861,157826,-847.9017944335938
6863,157872,-847.9017944335938
6865,157918,-847.9017944335938
6867,157964,-847.9017944335938
6869,158010,-847.9017944335938
6871,158056,-852.3052368164062
6873,158102,-847.9017944335938
6875,158148,-847.9017944335938
6877,158194,-847.9017944335938
6879,158240,-847.9017944335938
6881,158286,-847.9017944335938
6883,158332,-848.9486083984375
6885,158378,-847.9017944335938
6887,158424,-847.9017944335938
6889,158470,-849.9036254882812
6891,158516,-847.9017944335938
6893,158562,-847.9017944335938
6895,158608,-847.9017944335938
6897,158654,-943.241455078125
6899,158700,-847.9017944335938
6901,158746,-961.74462890625
6903,158792,-852.3052368164062
6905,158838,-847.9017944335938
6907,158884,-847.9017944335938
6909,158930,-847.9017944335938
6911,158976,-847.9017944335938
6913,159022,-961.74462890625
6915,159068,-847.9017944335938
6917,159114,-847.9017944335938
6919,159160,-847.9017944335938
6921,159206,-847.9017944335938
6923,159252,-994.5682373046875
6925,159298,-847.9017944335938
6927,159344,-847.9017944335938
6929,159390,-849.1123046875
6931,159436,-849.9036254882812
6933,159482,-847.9017944335938
6935,159528,-852.3052368164062
6937,159574,-847.9017944335938
6939,159620,-850.35205078125
6941,159666,-871.0838623046875
6943,159712,-847.9017944335938
6945,159758,-847.9017944335938
6947,159804,-847.9017944335938
6949,159850,-847.9017944335938
6951,159896,-847.9017944335938
6953,159942,-849.9036254882812
6955,159988,-847.9017944335938
6957,160034,-847.9017944335938
6959,160080,-847.9017944335938
6961,160126,-847.9017944335938
6963,160172,-849.1123046875
6965,160218,-847.9017944335938
6967,160264,-852.3052368164062
6969,160310,-847.9017944335938
6971,160356,-847.9017944335938
6973,160402,-847.9017944335938
6975,160448,-847.9017944335938
6977,160494,-850.4447021484375
6979,160540,-847.9017944335938
6981,160586,-849.1123046875
6983,160632,-847.9017944335938
6985,160678,-862.7588500976562
6987,160724,-848.37451171875
6989,160770,-847.9017944335938
6991,160816,-855.914794921875
6993,160862,-847.9017944335938
6995,160908,-847.9017944335938
6997,160954,-847.9017944335938
6999,161000,-886.2423095703125
7001,161046,-847.9017944335938
7003,161092,-847.9017944335938
7005,161138,-847.9017944335938
7007,161184,-847.9017944335938
7009,161230,-862.7588500976562
7011,161276,-847.9017944335938
7013,161322,-847.9017944335938
7015,161368,-862.7588500976562
7017,161414,-847.9017944335938
7019,161460,-849.1123046875
7021,161506,-847.9017944335938
7023,161552,-847.9017944335938
7025,161598,-847.9017944335938
7027,161644,-847.9017944335938
7029,161690,-847.9017944335938
7031,161736,-847.9017944335938
7033,161782,-847.9017944335938
7035,161828,-847.9017944335938
7037,161874,-847.9017944335938
7039,161920,-847.9017944335938
7041,161966,-849.1132202148438
7043,162012,-847.9017944335938
7045,162058,-847.9017944335938
7047,162104,-847.9017944335938
7049,162150,-847.9017944335938
7051,162196,-847.9017944335938
7053,162242,-847.9017944335938
7055,162288,-852.3052368164062
7057,162334,-852.7779541015625
7059,162380,-849.67431640625
7061,162426,-849.1123046875
7063,162472,-847.9017944335938
7065,162518,-861.6927490234375
7067,162564,-852.3052368164062
7069,162610,-847.9017944335938
7071,162656,-852.3052368164062
7073,162702,-847.9017944335938
7075,162748,-847.9017944335938
7077,162794,-847.9017944335938
7079,162840,-849.1123046875
7081,162886,-852.3052368164062
7083,162932,-849.67431640625
7085,162978,-860.5510864257812
7087,163024,-847.9017944335938
7089,163070,-847.9017944335938
7091,163116,-847.9017944335938
7093,163162,-847.9017944335938
7095,163208,-849.9036254882812
7097,163254,-984.1353759765625
7099,163300,-847.9017944335938
7101,163346,-847.9017944335938
7103,163392,-847.9017944335938
7105,163438,-848.37451171875
7107,163484,-847.9017944335938
7109,163530,-847.9017944335938
7111,163576,-847.9017944335938
7113,163622,-847.9017944335938
7115,163668,-847.9017944335938
7117,163714,-849.1415405273438
7119,163760,-847.9017944335938
7121,163806,-849.1123046875
7123,163852,-847.9017944335938
7125,163898,-847.9017944335938
7127,163944,-847.9017944335938
7129,163990,-847.9017944335938
7131,164036,-847.9017944335938
7133,164082,-847.9017944335938
7135,164128,-849.1132202148438
7137,164174,-847.9017944335938
7139,164220,-847.9017944335938
7141,164266,-847.9017944335938
7143,164312,-847.9017944335938
7145,164358,-852.3052368164062
7147,164404,-848.37451171875
7149,164450,-852.3052368164062
7151,164496,-847.9017944335938
7153,164542,-1030.3646240234375
7155,164588,-847.9017944335938
7157,164634,-847.9017944335938
7159,164680,-847.9017944335938
7161,164726,-847.9017944335938
7163,164772,-847.9017944335938
7165,164818,-847.9017944335938
7167,164864,-847.9017944335938
7169,164910,-889.3121337890625
7171,164956,-847.9017944335938
7173,165002,-847.9017944335938
7175,165048,-847.9017944335938
7177,165094,-847.9017944335938
7179,165140,-847.9017944335938
7181,165186,-849.9036254882812
7183,165232,-849.1123046875
7185,165278,-847.9017944335938
7187,165324,-847.9017944335938
7189,165370,-847.9017944335938
7191,165416,-847.9017944335938
7193,165462,-847.9017944335938
7195,165508,-847.9017944335938
7197,165554,-847.9017944335938
7199,165600,-847.9017944335938
7201,165646,-929.8187255859375
7203,165692,-847.9017944335938
7205,165738,-847.9017944335938
7207,165784,-847.9017944335938
7209,165830,-847.9017944335938
7211,165876,-847.9017944335938
7213,165922,-847.9017944335938
7215,165968,-847.9017944335938
7217,166014,-847.9017944335938
7219,166060,-847.9017944335938
7221,166106,-847.9017944335938
7223,166152,-847.9017944335938
7225,166198,-847.9017944335938
7227,166244,-847.9017944335938
7229,166290,-847.9017944335938
7231,166336,-847.9017944335938
7233,166382,-847.9017944335938
7235,166428,-847.9017944335938
7237,166474,-847.9017944335938
7239,166520,-847.9017944335938
7241,166566,-847.9017944335938
7243,166612,-847.9017944335938
7245,166658,-847.9017944335938
7247,166704,-847.9017944335938
7249,166750,-847.9017944335938
7251,166796,-847.9017944335938
7253,166842,-847.9017944335938
7255,166888,-847.9017944335938
7257,166934,-847.9017944335938
7259,166980,-847.9017944335938
7261,167026,-847.9017944335938
7263,167072,-847.9017944335938
7265,167118,-847.9017944335938
7267,167164,-847.9017944335938
7269,167210,-847.9017944335938
7271,167256,-847.9017944335938
7273,167302,-847.9017944335938
7275,167348,-847.9017944335938
7277,167394,-847.9017944335938
7279,167440,-847.9017944335938
7281,167486,-847.9017944335938
7283,167532,-847.9017944335938
7285,167578,-847.9017944335938
7287,167624,-847.9017944335938
7289,167670,-847.9017944335938
7291,167716,-847.9017944335938
7293,167762,-847.9017944335938
7295,167808,-849.1123046875
7297,167854,-847.9017944335938
7299,167900,-847.9017944335938
7301,167946,-847.9017944335938
7303,167992,-847.9017944335938
7305,168038,-847.9017944335938
7307,168084,-847.9017944335938
7309,168130,-847.9017944335938
7311,168176,-847.9017944335938
7313,168222,-849.9036254882812
7315,168268,-847.9017944335938
7317,168314,-847.9017944335938
7319,168360,-847.9017944335938
7321,168406,-847.9017944335938
7323,168452,-847.9017944335938
7325,168498,-847.9017944335938
7327,168544,-847.9017944335938
7329,168590,-847.9017944335938
7331,168636,-847.9017944335938
7333,168682,-847.9017944335938
7335,168728,-847.9017944335938
7337,168774,-847.9017944335938
7339,168820,-847.9017944335938
7341,168866,-847.9017944335938
7343,168912,-847.9017944335938
7345,168958,-847.9017944335938
7347,169004,-847.9017944335938
7349,169050,-847.9017944335938
7351,169096,-847.9017944335938
7353,169142,-847.9017944335938
7355,169188,-847.9017944335938
7357,169234,-847.9017944335938
7359,169280,-847.9017944335938
7361,169326,-847.9017944335938
7363,169372,-847.9017944335938
7365,169418,-847.9017944335938
7367,169464,-847.9017944335938
7369,169510,-847.9017944335938
7371,169556,-847.9017944335938
7373,169602,-847.9017944335938
7375,169648,-847.9017944335938
7377,169694,-847.9017944335938
7379,169740,-847.9017944335938
7381,169786,-847.9017944335938
7383,169832,-847.9017944335938
7385,169878,-847.9017944335938
7387,169924,-847.9017944335938
7389,169970,-847.9017944335938
7391,170016,-847.9017944335938
7393,170062,-847.9017944335938
7395,170108,-847.9017944335938
7397,170154,-847.9017944335938
7399,170200,-847.9017944335938
7401,170246,-847.9017944335938
7403,170292,-847.9017944335938
7405,170338,-847.9017944335938
7407,170384,-847.9017944335938
7409,170430,-847.9017944335938
7411,170476,-847.9017944335938
7413,170522,-847.9017944335938
7415,170568,-847.9017944335938
7417,170614,-847.9017944335938
7419,170660,-847.9017944335938
7421,170706,-847.9017944335938
7423,170752,-847.9017944335938
7425,170798,-847.9017944335938
7427,170844,-847.9017944335938
7429,170890,-847.9017944335938
7431,170936,-847.9017944335938
7433,170982,-847.9017944335938
7435,171028,-847.9017944335938
7437,171074,-847.9017944335938
7439,171120,-847.9017944335938
7441,171166,-847.9017944335938
7443,171212,-883.6981811523438
7445,171258,-847.9017944335938
7447,171304,-847.9017944335938
7449,171350,-847.9017944335938
7451,171396,-847.9017944335938
7453,171442,-847.9017944335938
7455,171488,-847.9017944335938
7457,171534,-847.9017944335938
7459,171580,-847.9017944335938
7461,171626,-847.9017944335938
7463,171672,-847.9017944335938
7465,171718,-847.9017944335938
7467,171764,-847.9017944335938
7469,171810,-847.9017944335938
7471,171856,-847.9017944335938
7473,171902,-847.9017944335938
7475,171948,-847.9017944335938
7477,171994,-847.9017944335938
7479,172040,-847.9017944335938
7481,172086,-847.9017944335938
7483,172132,-847.9017944335938
7485,172178,-847.9017944335938
7487,172224,-847.9017944335938
7489,172270,-847.9017944335938
7491,172316,-847.9017944335938
7493,172362,-847.9017944335938
7495,172408,-847.9017944335938
7497,172454,-847.9017944335938
7499,172500,-847.9017944335938
7501,172546,-847.9017944335938
7503,172592,-847.9017944335938
7505,172638,-847.9017944335938
7507,172684,-847.9017944335938
7509,172730,-847.9017944335938
7511,172776,-847.9017944335938
7513,172822,-847.9017944335938
7515,172868,-847.9017944335938
7517,172914,-847.9017944335938
7519,172960,-847.9017944335938
7521,173006,-847.9017944335938
7523,173052,-847.9017944335938
7525,173098,-847.9017944335938
7527,173144,-847.9017944335938
7529,173190,-847.9017944335938
7531,173236,-847.9017944335938
7533,173282,-847.9017944335938
7535,173328,-847.9017944335938
7537,173374,-847.9017944335938
7539,173420,-847.9017944335938
7541,173466,-847.9017944335938
7543,173512,-847.9017944335938
7545,173558,-847.9017944335938
7547,173604,-847.9017944335938
7549,173650,-847.9017944335938
7551,173696,-847.9017944335938
7553,173742,-847.9017944335938
7555,173788,-847.9017944335938
7557,173834,-852.3052368164062
7559,173880,-847.9017944335938
7561,173926,-847.9017944335938
7563,173972,-847.9017944335938
7565,174018,-847.9017944335938
7567,174064,-847.9017944335938
7569,174110,-847.9017944335938
7571,174156,-847.9017944335938
7573,174202,-847.9017944335938
7575,174248,-847.9017944335938
7577,174294,-847.9017944335938
7579,174340,-847.9017944335938
7581,174386,-847.9017944335938
7583,174432,-847.9017944335938
7585,174478,-847.9017944335938
7587,174524,-847.9017944335938
7589,174570,-847.9017944335938
7591,174616,-847.9017944335938
7593,174662,-847.9017944335938
7595,174708,-847.9017944335938
7597,174754,-847.9017944335938
7599,174800,-847.9017944335938
7601,174846,-847.9017944335938
7603,174892,-849.1123046875
7605,174938,-847.9017944335938
7607,174984,-852.3052368164062
7609,175030,-847.9017944335938
7611,175076,-852.3052368164062
7613,175122,-847.9017944335938
7615,175168,-847.9017944335938
7617,175214,-847.9017944335938
7619,175260,-847.9017944335938
