episode,timestep,reward
2013,46322,-3242.70166015625
2015,46368,-2765.8173828125
2017,46414,-2541.428466796875
2019,46460,-5344.384765625
2021,46506,-15723.4013671875
2023,46552,-1790.6124267578125
2025,46598,-2812.623046875
2027,46644,-1853.171875
2029,46690,-1427.26513671875
2031,46736,-2039.731689453125
2033,46782,-2304.182861328125
2035,46828,-1855.0430908203125
2037,46874,-3601.864501953125
2039,46920,-2995.40087890625
2041,46966,-2444.642822265625
2043,47012,-2252.1337890625
2045,47058,-1957.860595703125
2047,47104,-4468.31591796875
2049,47150,-2246.55322265625
2051,47196,-3196.8046875
2053,47242,-2014.18017578125
2055,47288,-2418.626220703125
2057,47334,-2118.465087890625
2059,47380,-2007.9658203125
2061,47426,-2176.8583984375
2063,47472,-1891.6920166015625
2065,47518,-2100.30810546875
2067,47564,-2588.1865234375
2069,47610,-2158.73291015625
2071,47656,-2571.724853515625
2073,47702,-2348.09423828125
2075,47748,-2656.18310546875
2077,47794,-2263.26708984375
2079,47840,-2092.182373046875
2081,47886,-3060.804931640625
2083,47932,-3377.58984375
2085,47978,-1631.348388671875
2087,48024,-1482.74169921875
2089,48070,-2453.396484375
2091,48116,-2057.28564453125
2093,48162,-1829.579833984375
2095,48208,-1637.861083984375
2097,48254,-2349.400146484375
2099,48300,-4247.455078125
2101,48346,-2682.321533203125
2103,48392,-2395.20849609375
2105,48438,-1843.600341796875
2107,48484,-1936.6063232421875
2109,48530,-1991.648193359375
2111,48576,-3413.5419921875
2113,48622,-1869.755126953125
2115,48668,-1970.431640625
2117,48714,-1766.2054443359375
2119,48760,-2148.874755859375
2121,48806,-1712.40966796875
2123,48852,-1599.687744140625
2125,48898,-1813.5361328125
2127,48944,-2026.6533203125
2129,48990,-1761.7674560546875
2131,49036,-1908.759033203125
2133,49082,-2143.12841796875
2135,49128,-2000.926025390625
2137,49174,-1775.857666015625
2139,49220,-1723.99755859375
2141,49266,-1950.6455078125
2143,49312,-1779.2078857421875
2145,49358,-2166.712890625
2147,49404,-2142.566162109375
2149,49450,-1825.25048828125
2151,49496,-2017.68798828125
2153,49542,-3224.796142578125
2155,49588,-1773.157958984375
2157,49634,-2280.92236328125
2159,49680,-1754.22607421875
2161,49726,-1900.40087890625
2163,49772,-1706.1483154296875
2165,49818,-1503.3663330078125
2167,49864,-1332.413330078125
2169,49910,-1826.37548828125
2171,49956,-1481.5457763671875
2173,50002,-1714.535888671875
2175,50048,-1934.412109375
2177,50094,-1804.7099609375
2179,50140,-1973.77734375
2181,50186,-1619.206787109375
2183,50232,-2055.718505859375
2185,50278,-1724.3043212890625
2187,50324,-1826.995849609375
2189,50370,-4092.953125
2191,50416,-2019.78857421875
2193,50462,-1927.873046875
2195,50508,-2644.7109375
2197,50554,-1814.1865234375
2199,50600,-1931.56982421875
2201,50646,-1601.71044921875
2203,50692,-1795.388671875
2205,50738,-1725.93115234375
2207,50784,-1925.7642822265625
2209,50830,-2107.84326171875
2211,50876,-2015.90185546875
2213,50922,-1865.6961669921875
2215,50968,-2313.072998046875
2217,51014,-1870.918701171875
2219,51060,-1729.933349609375
2221,51106,-1632.877197265625
2223,51152,-2003.9376220703125
2225,51198,-1728.9351806640625
2227,51244,-2309.6240234375
2229,51290,-3036.957763671875
2231,51336,-2342.32177734375
2233,51382,-1754.508056640625
2235,51428,-1641.166259765625
2237,51474,-1597.7392578125
2239,51520,-1688.849609375
2241,51566,-1725.516845703125
2243,51612,-1717.2144775390625
2245,51658,-1748.134521484375
2247,51704,-2082.06396484375
2249,51750,-1380.6845703125
2251,51796,-1844.763671875
2253,51842,-1941.5733642578125
2255,51888,-1655.695556640625
2257,51934,-2588.830810546875
2259,51980,-1685.723388671875
2261,52026,-1972.6396484375
2263,52072,-1569.673095703125
2265,52118,-1728.3182373046875
2267,52164,-1946.0589599609375
2269,52210,-3633.717041015625
2271,52256,-2451.751708984375
2273,52302,-3023.738037109375
2275,52348,-1806.9786376953125
2277,52394,-1661.06689453125
2279,52440,-1914.5941162109375
2281,52486,-2133.717529296875
2283,52532,-2284.3583984375
2285,52578,-2260.49755859375
2287,52624,-2040.144775390625
2289,52670,-3103.47998046875
2291,52716,-2515.454833984375
2293,52762,-2750.82958984375
2295,52808,-1836.9534912109375
2297,52854,-1876.68212890625
2299,52900,-2291.36376953125
2301,52946,-1426.693603515625
2303,52992,-1517.319580078125
2305,53038,-1465.21875
2307,53084,-2122.294189453125
2309,53130,-2273.38232421875
2311,53176,-1488.5380859375
2313,53222,-1362.98291015625
2315,53268,-1672.973876953125
2317,53314,-2396.323486328125
2319,53360,-2657.0556640625
2321,53406,-1902.996826171875
2323,53452,-2998.23486328125
2325,53498,-1873.6278076171875
2327,53544,-2431.87060546875
2329,53590,-2011.737548828125
2331,53636,-1815.10791015625
2333,53682,-1840.17724609375
2335,53728,-1804.15234375
2337,53774,-1936.541748046875
2339,53820,-1691.4901123046875
2341,53866,-1596.294677734375
2343,53912,-2462.312744140625
2345,53958,-1644.60302734375
2347,54004,-2627.384033203125
2349,54050,-3072.79345703125
2351,54096,-2018.255615234375
2353,54142,-2423.5234375
2355,54188,-1456.837158203125
2357,54234,-1326.879638671875
2359,54280,-1641.6060791015625
2361,54326,-2512.613037109375
2363,54372,-1987.5792236328125
2365,54418,-1447.205078125
2367,54464,-2508.06005859375
2369,54510,-1624.236572265625
2371,54556,-1748.448974609375
2373,54602,-2053.341552734375
2375,54648,-1976.58349609375
2377,54694,-2679.90869140625
2379,54740,-1740.4610595703125
2381,54786,-1905.588623046875
2383,54832,-1456.911376953125
2385,54878,-1191.35205078125
2387,54924,-1493.86474609375
2389,54970,-1809.701416015625
2391,55016,-1775.7445068359375
2393,55062,-1720.9306640625
2395,55108,-1502.792236328125
2397,55154,-2222.8876953125
2399,55200,-2005.9111328125
2401,55246,-1839.061279296875
2403,55292,-1915.43896484375
2405,55338,-1606.92138671875
2407,55384,-1336.604736328125
2409,55430,-1483.4903564453125
2411,55476,-1208.757080078125
2413,55522,-1525.44677734375
2415,55568,-1451.76953125
2417,55614,-1436.787109375
2419,55660,-1512.55810546875
2421,55706,-1664.287841796875
2423,55752,-1783.36083984375
2425,55798,-1544.184326171875
2427,55844,-1478.237548828125
2429,55890,-1732.982666015625
2431,55936,-1633.5081787109375
2433,55982,-1266.66650390625
2435,56028,-1821.41162109375
2437,56074,-1325.728271484375
2439,56120,-1933.9210205078125
2441,56166,-1679.39404296875
2443,56212,-1316.4351806640625
2445,56258,-1428.769775390625
2447,56304,-1638.688232421875
2449,56350,-1440.524169921875
2451,56396,-1874.697998046875
2453,56442,-1550.4188232421875
2455,56488,-1252.6077880859375
2457,56534,-2396.814208984375
2459,56580,-1388.6815185546875
2461,56626,-1826.31494140625
2463,56672,-1529.8060302734375
2465,56718,-1440.045654296875
2467,56764,-1588.0867919921875
2469,56810,-1901.202880859375
2471,56856,-1669.957763671875
2473,56902,-1870.778076171875
2475,56948,-2384.20751953125
2477,56994,-1422.5938720703125
2479,57040,-1626.003173828125
2481,57086,-1241.0770263671875
2483,57132,-1458.54296875
2485,57178,-1359.4822998046875
2487,57224,-1630.751953125
2489,57270,-2011.393798828125
2491,57316,-1249.111328125
2493,57362,-1550.5638427734375
2495,57408,-1257.892333984375
2497,57454,-1667.627685546875
2499,57500,-1805.031982421875
2501,57546,-2219.355712890625
2503,57592,-3657.779296875
2505,57638,-1617.111083984375
2507,57684,-1644.6815185546875
2509,57730,-2184.94287109375
2511,57776,-2350.9755859375
2513,57822,-1758.082763671875
2515,57868,-2272.468505859375
2517,57914,-2609.88525390625
2519,57960,-2199.56494140625
2521,58006,-2390.644287109375
2523,58052,-1868.623291015625
2525,58098,-1684.9036865234375
2527,58144,-2420.94091796875
2529,58190,-2265.51220703125
2531,58236,-2243.626220703125
2533,58282,-2105.720703125
2535,58328,-2050.27294921875
2537,58374,-1923.0206298828125
2539,58420,-1642.46435546875
2541,58466,-2004.1885986328125
2543,58512,-2121.10986328125
2545,58558,-2265.650390625
2547,58604,-2567.2919921875
2549,58650,-2271.6962890625
2551,58696,-2221.06005859375
2553,58742,-2019.43408203125
2555,58788,-3196.4716796875
2557,58834,-2305.356201171875
2559,58880,-2623.929931640625
2561,58926,-2708.451171875
2563,58972,-2045.6551513671875
2565,59018,-2363.15087890625
2567,59064,-1744.4697265625
2569,59110,-1852.239501953125
2571,59156,-1868.3857421875
2573,59202,-1803.5556640625
2575,59248,-1820.927490234375
2577,59294,-2199.22119140625
2579,59340,-1844.87744140625
2581,59386,-2512.0419921875
2583,59432,-1936.0712890625
2585,59478,-2237.8427734375
2587,59524,-1969.046142578125
2589,59570,-1569.8125
2591,59616,-1705.60791015625
2593,59662,-1622.3359375
2595,59708,-2091.8173828125
2597,59754,-2003.795654296875
2599,59800,-2013.146240234375
2601,59846,-2335.396728515625
2603,59892,-1691.6507568359375
2605,59938,-1498.778076171875
2607,59984,-1631.377197265625
2609,60030,-1503.9912109375
2611,60076,-1853.36181640625
2613,60122,-1432.466064453125
2615,60168,-1656.7208251953125
2617,60214,-1712.439453125
2619,60260,-1576.066162109375
2621,60306,-1928.38037109375
2623,60352,-2022.230712890625
2625,60398,-2155.195556640625
2627,60444,-1393.023681640625
2629,60490,-1509.555419921875
2631,60536,-1673.751708984375
2633,60582,-1475.27392578125
2635,60628,-1461.56103515625
2637,60674,-1464.962890625
2639,60720,-1365.820068359375
2641,60766,-1812.844482421875
2643,60812,-2145.30859375
2645,60858,-1778.293701171875
2647,60904,-1800.7119140625
2649,60950,-2093.9375
2651,60996,-1447.62255859375
2653,61042,-1428.003173828125
2655,61088,-1715.0517578125
2657,61134,-2020.583740234375
2659,61180,-1817.8406982421875
2661,61226,-1474.7025146484375
2663,61272,-1567.395263671875
2665,61318,-1725.926513671875
2667,61364,-1147.891845703125
2669,61410,-1667.540771484375
2671,61456,-1683.0703125
2673,61502,-1375.2347412109375
2675,61548,-1823.929931640625
2677,61594,-1366.90283203125
2679,61640,-1754.9173583984375
2681,61686,-1798.666259765625
2683,61732,-1769.162109375
2685,61778,-1419.97314453125
2687,61824,-1976.742919921875
2689,61870,-1476.1602783203125
2691,61916,-1986.043212890625
2693,61962,-1665.022216796875
2695,62008,-1144.018310546875
2697,62054,-1240.83984375
2699,62100,-1602.80517578125
2701,62146,-1462.384765625
2703,62192,-1410.5018310546875
2705,62238,-1406.48046875
2707,62284,-3108.851806640625
2709,62330,-1418.029296875
2711,62376,-1295.4150390625
2713,62422,-1631.52392578125
2715,62468,-1430.4755859375
2717,62514,-1539.201416015625
2719,62560,-2242.787841796875
2721,62606,-1654.5887451171875
2723,62652,-2202.683349609375
2725,62698,-1709.453125
2727,62744,-1550.1131591796875
2729,62790,-1696.8382568359375
2731,62836,-6296.66015625
2733,62882,-1604.5416259765625
2735,62928,-1370.6158447265625
2737,62974,-1207.195556640625
2739,63020,-1201.576416015625
2741,63066,-1682.66259765625
2743,63112,-1685.5162353515625
2745,63158,-1531.6297607421875
2747,63204,-1936.65869140625
2749,63250,-1313.986328125
2751,63296,-5162.697265625
2753,63342,-1648.495361328125
2755,63388,-1602.697265625
2757,63434,-1660.567626953125
2759,63480,-2110.2431640625
2761,63526,-1667.91650390625
2763,63572,-1794.408935546875
2765,63618,-1459.424072265625
2767,63664,-1338.400390625
2769,63710,-1281.64990234375
2771,63756,-1547.93017578125
2773,63802,-1914.273681640625
2775,63848,-1462.469970703125
2777,63894,-1627.780029296875
2779,63940,-2112.59765625
2781,63986,-1759.7894287109375
2783,64032,-1554.3046875
2785,64078,-1321.800048828125
2787,64124,-1468.832275390625
2789,64170,-1524.9447021484375
2791,64216,-1254.662109375
2793,64262,-1573.885986328125
2795,64308,-1035.1199951171875
2797,64354,-1290.265869140625
2799,64400,-1598.6500244140625
2801,64446,-1448.594970703125
2803,64492,-1183.788818359375
2805,64538,-914.6152954101562
2807,64584,-1553.3367919921875
2809,64630,-1641.413818359375
2811,64676,-1681.859375
2813,64722,-1607.96240234375
2815,64768,-1563.7828369140625
2817,64814,-1774.4461669921875
2819,64860,-1478.0234375
2821,64906,-1773.680419921875
2823,64952,-1198.71533203125
2825,64998,-1618.61962890625
2827,65044,-1184.599853515625
2829,65090,-2275.04150390625
2831,65136,-1257.6103515625
2833,65182,-1324.08984375
2835,65228,-1035.6060791015625
2837,65274,-1615.87646484375
2839,65320,-1191.1158447265625
2841,65366,-2194.19384765625
2843,65412,-1317.43505859375
2845,65458,-994.2730712890625
2847,65504,-1528.6826171875
2849,65550,-1929.68896484375
2851,65596,-2222.42919921875
2853,65642,-3025.376708984375
2855,65688,-1627.7181396484375
2857,65734,-1485.78173828125
2859,65780,-1684.2236328125
2861,65826,-2273.95654296875
2863,65872,-1321.838134765625
2865,65918,-1641.1253662109375
2867,65964,-1736.2476806640625
2869,66010,-1059.82373046875
2871,66056,-1249.93212890625
2873,66102,-1665.2491455078125
2875,66148,-1076.7265625
2877,66194,-1065.206787109375
2879,66240,-2784.07275390625
2881,66286,-1173.743408203125
2883,66332,-1197.0518798828125
2885,66378,-2115.3720703125
2887,66424,-1256.4422607421875
2889,66470,-1268.2900390625
2891,66516,-2603.006103515625
2893,66562,-1081.3365478515625
2895,66608,-1316.5191650390625
2897,66654,-946.5601806640625
2899,66700,-1458.45166015625
2901,66746,-999.2091064453125
2903,66792,-1610.9971923828125
2905,66838,-1402.4169921875
2907,66884,-1087.5054931640625
2909,66930,-1395.74267578125
2911,66976,-1477.4287109375
2913,67022,-1212.376708984375
2915,67068,-1181.3997802734375
2917,67114,-1066.056396484375
2919,67160,-1057.5069580078125
2921,67206,-946.1361083984375
2923,67252,-971.5416870117188
2925,67298,-1184.5595703125
2927,67344,-2558.1396484375
2929,67390,-860.814208984375
2931,67436,-858.8505859375
2933,67482,-1137.1851806640625
2935,67528,-908.3106079101562
2937,67574,-974.5032958984375
2939,67620,-1083.5924072265625
2941,67666,-1018.3846435546875
2943,67712,-869.7052001953125
2945,67758,-1027.0797119140625
2947,67804,-857.1419067382812
2949,67850,-879.026611328125
2951,67896,-869.1882934570312
2953,67942,-1057.6744384765625
2955,67988,-897.555419921875
2957,68034,-850.8857421875
2959,68080,-851.0859375
2961,68126,-975.73974609375
2963,68172,-889.0487670898438
2965,68218,-862.6461181640625
2967,68264,-1459.0316162109375
2969,68310,-933.2846069335938
2971,68356,-961.2144775390625
2973,68402,-852.7779541015625
2975,68448,-886.2423095703125
2977,68494,-931.2275390625
2979,68540,-854.4095458984375
2981,68586,-923.84619140625
2983,68632,-861.4794311523438
2985,68678,-953.2005615234375
2987,68724,-854.0777587890625
2989,68770,-851.529052734375
2991,68816,-849.1132202148438
2993,68862,-977.326171875
2995,68908,-850.8857421875
2997,68954,-874.5617065429688
2999,69000,-850.8848266601562
3001,69046,-849.1123046875
3003,69092,-1194.502197265625
3005,69138,-850.35205078125
3007,69184,-849.9036254882812
3009,69230,-976.8543701171875
3011,69276,-849.9036254882812
3013,69322,-903.2236938476562
3015,69368,-1000.2132568359375
3017,69414,-1368.5062255859375
3019,69460,-884.3950805664062
3021,69506,-981.5819091796875
3023,69552,-1001.0662841796875
3025,69598,-1093.3046875
3027,69644,-1511.255859375
3029,69690,-828.1505126953125
3031,69736,-902.2304077148438
3033,69782,-964.2724609375
3035,69828,-849.1415405273438
3037,69874,-1153.605224609375
3039,69920,-1109.9205322265625
3041,69966,-933.8223876953125
3043,70012,-1079.427001953125
3045,70058,-911.021484375
3047,70104,-999.4443359375
3049,70150,-1113.3984375
3051,70196,-1036.5804443359375
3053,70242,-974.683837890625
3055,70288,-882.6785888671875
3057,70334,-953.864013671875
3059,70380,-1078.25390625
3061,70426,-1089.058349609375
3063,70472,-1164.111328125
3065,70518,-1485.8109130859375
3067,70564,-893.8807373046875
3069,70610,-1021.0772705078125
3071,70656,-908.43310546875
3073,70702,-1059.7650146484375
3075,70748,-994.64794921875
3077,70794,-1111.446044921875
3079,70840,-1253.724365234375
3081,70886,-1273.56396484375
3083,70932,-1411.9810791015625
3085,70978,-1263.3509521484375
3087,71024,-984.110595703125
3089,71070,-1407.876953125
3091,71116,-891.7010498046875
3093,71162,-1111.2681884765625
3095,71208,-1163.5552978515625
3097,71254,-1080.5482177734375
3099,71300,-1093.3780517578125
3101,71346,-3305.396728515625
3103,71392,-855.4449462890625
3105,71438,-1255.738037109375
3107,71484,-1305.604248046875
3109,71530,-963.4466552734375
3111,71576,-1120.690673828125
3113,71622,-1167.322509765625
3115,71668,-1000.50830078125
3117,71714,-868.2164306640625
3119,71760,-1102.2921142578125
3121,71806,-1132.6043701171875
3123,71852,-1099.7537841796875
3125,71898,-902.6993408203125
3127,71944,-1453.61572265625
3129,71990,-1077.4666748046875
3131,72036,-940.566162109375
3133,72082,-1345.3448486328125
3135,72128,-1035.6397705078125
3137,72174,-969.4390869140625
3139,72220,-1499.128173828125
3141,72266,-975.9854736328125
3143,72312,-1227.1844482421875
3145,72358,-1094.337646484375
3147,72404,-1038.337890625
3149,72450,-999.3990478515625
3151,72496,-983.7818603515625
3153,72542,-5162.08837890625
3155,72588,-2504.278076171875
3157,72634,-1534.447509765625
3159,72680,-1043.0152587890625
3161,72726,-850.1622314453125
3163,72772,-865.1392211914062
3165,72818,-851.4832153320312
3167,72864,-890.1481323242188
3169,72910,-1848.6707763671875
3171,72956,-886.3094482421875
3173,73002,-1498.3834228515625
3175,73048,-1146.476318359375
3177,73094,-928.6231079101562
3179,73140,-4179.4921875
3181,73186,-1077.158447265625
3183,73232,-1065.320556640625
3185,73278,-998.1947021484375
3187,73324,-1221.336181640625
3189,73370,-843.8025512695312
3191,73416,-897.1549072265625
3193,73462,-893.4759521484375
3195,73508,-999.096923828125
3197,73554,-955.89501953125
3199,73600,-910.6348876953125
3201,73646,-944.237548828125
3203,73692,-1597.2008056640625
3205,73738,-850.8857421875
3207,73784,-950.6571044921875
3209,73830,-1169.4462890625
3211,73876,-1000.7049560546875
3213,73922,-1108.6617431640625
3215,73968,-910.624267578125
3217,74014,-1001.0660400390625
3219,74060,-912.5308227539062
3221,74106,-1150.791015625
3223,74152,-1058.7640380859375
3225,74198,-948.2791748046875
3227,74244,-1078.5728759765625
3229,74290,-958.71142578125
3231,74336,-1211.3409423828125
3233,74382,-1108.057373046875
3235,74428,-852.3255615234375
3237,74474,-1182.157470703125
3239,74520,-1506.9205322265625
3241,74566,-1153.4658203125
3243,74612,-1356.30419921875
3245,74658,-1249.6064453125
3247,74704,-987.4716796875
3249,74750,-1109.6279296875
3251,74796,-1007.427001953125
3253,74842,-970.551513671875
3255,74888,-1212.60791015625
3257,74934,-1116.659912109375
3259,74980,-911.0928344726562
3261,75026,-1294.515869140625
3263,75072,-1116.774169921875
3265,75118,-1442.1666259765625
3267,75164,-1276.7840576171875
3269,75210,-1095.78564453125
3271,75256,-1001.83984375
3273,75302,-1177.1705322265625
3275,75348,-1396.01806640625
3277,75394,-1046.4444580078125
3279,75440,-888.8182373046875
3281,75486,-1062.7337646484375
3283,75532,-1073.0780029296875
3285,75578,-1037.6368408203125
3287,75624,-1399.3544921875
3289,75670,-1224.7664794921875
3291,75716,-1340.099365234375
3293,75762,-1129.36181640625
3295,75808,-1217.897705078125
3297,75854,-1070.23388671875
3299,75900,-981.072265625
3301,75946,-927.3737182617188
3303,75992,-1029.22412109375
3305,76038,-986.72119140625
3307,76084,-887.6241455078125
3309,76130,-1633.041015625
3311,76176,-1070.1978759765625
3313,76222,-1295.579833984375
3315,76268,-1286.4228515625
3317,76314,-1158.359619140625
3319,76360,-943.9454345703125
3321,76406,-1072.484375
3323,76452,-1446.0677490234375
3325,76498,-855.9613647460938
3327,76544,-1130.1353759765625
3329,76590,-939.9832153320312
3331,76636,-1278.4215087890625
3333,76682,-1258.405029296875
3335,76728,-978.1700439453125
3337,76774,-1051.99462890625
3339,76820,-1261.2742919921875
3341,76866,-1176.778564453125
3343,76912,-974.9786376953125
3345,76958,-984.1646728515625
3347,77004,-1106.942138671875
3349,77050,-937.8084716796875
3351,77096,-1281.1539306640625
3353,77142,-933.6062622070312
3355,77188,-1153.4228515625
3357,77234,-960.953369140625
3359,77280,-1162.4613037109375
3361,77326,-979.275390625
3363,77372,-878.6004028320312
3365,77418,-1000.324462890625
3367,77464,-1738.0643310546875
3369,77510,-1062.3345947265625
3371,77556,-1341.269287109375
3373,77602,-1379.9989013671875
3375,77648,-888.6925659179688
3377,77694,-992.5081787109375
3379,77740,-1082.5142822265625
3381,77786,-1258.8170166015625
3383,77832,-1229.0660400390625
3385,77878,-976.31494140625
3387,77924,-1233.9208984375
3389,77970,-1376.962646484375
3391,78016,-1156.916748046875
3393,78062,-993.0057373046875
3395,78108,-1061.7825927734375
3397,78154,-1011.1435546875
3399,78200,-868.5192260742188
3401,78246,-1003.7364501953125
3403,78292,-1088.7734375
3405,78338,-1166.302490234375
3407,78384,-1292.80517578125
3409,78430,-1687.362060546875
3411,78476,-1181.770751953125
3413,78522,-1152.003173828125
3415,78568,-1574.38134765625
3417,78614,-1188.9622802734375
3419,78660,-1375.80419921875
3421,78706,-1168.591552734375
3423,78752,-1361.9254150390625
3425,78798,-1298.2176513671875
3427,78844,-1346.645751953125
3429,78890,-1187.284423828125
3431,78936,-1078.9169921875
3433,78982,-1306.809326171875
3435,79028,-1489.87744140625
3437,79074,-1158.35205078125
3439,79120,-1363.312255859375
3441,79166,-1344.5877685546875
3443,79212,-1550.515625
3445,79258,-1497.428466796875
3447,79304,-1153.43310546875
3449,79350,-1262.81494140625
3451,79396,-1464.796875
3453,79442,-1062.66845703125
3455,79488,-1191.078369140625
3457,79534,-852.1104736328125
3459,79580,-958.8580322265625
3461,79626,-1271.956787109375
3463,79672,-1209.8765869140625
3465,79718,-965.687744140625
3467,79764,-904.755859375
3469,79810,-1136.6011962890625
3471,79856,-1205.6741943359375
3473,79902,-920.3230590820312
3475,79948,-1120.4593505859375
3477,79994,-1455.8985595703125
3479,80040,-1082.7149658203125
3481,80086,-1256.94921875
3483,80132,-875.4275512695312
3485,80178,-957.2318115234375
3487,80224,-991.952880859375
3489,80270,-1198.095703125
3491,80316,-861.1315307617188
3493,80362,-855.3175048828125
3495,80408,-874.040283203125
3497,80454,-852.6573486328125
3499,80500,-882.8868408203125
3501,80546,-851.990966796875
3503,80592,-1012.7117919921875
3505,80638,-921.8890991210938
3507,80684,-1201.1981201171875
3509,80730,-1464.6337890625
3511,80776,-898.7634887695312
3513,80822,-980.2060546875
3515,80868,-922.2171630859375
3517,80914,-1093.793701171875
3519,80960,-1318.947265625
3521,81006,-1034.465087890625
3523,81052,-1126.851806640625
3525,81098,-990.221435546875
3527,81144,-1286.8372802734375
3529,81190,-864.8500366210938
3531,81236,-869.3268432617188
3533,81282,-1157.5533447265625
3535,81328,-1233.977783203125
3537,81374,-933.3661499023438
3539,81420,-1008.321533203125
3541,81466,-1067.0452880859375
3543,81512,-946.16650390625
3545,81558,-892.818359375
3547,81604,-1424.4466552734375
3549,81650,-864.345947265625
3551,81696,-964.6402587890625
3553,81742,-877.9234619140625
3555,81788,-866.6714477539062
3557,81834,-1087.95458984375
3559,81880,-1083.1890869140625
3561,81926,-873.085693359375
3563,81972,-1247.1126708984375
3565,82018,-1041.1793212890625
3567,82064,-1186.21044921875
3569,82110,-1300.496826171875
3571,82156,-992.8204345703125
3573,82202,-816.4439697265625
3575,82248,-978.818115234375
3577,82294,-1004.6317138671875
3579,82340,-1103.912353515625
3581,82386,-1000.9735107421875
3583,82432,-832.2188110351562
3585,82478,-853.67236328125
3587,82524,-985.3203125
3589,82570,-946.4351806640625
3591,82616,-1097.6728515625
3593,82662,-855.517578125
3595,82708,-1038.9794921875
3597,82754,-946.0745849609375
3599,82800,-816.596923828125
3601,82846,-1118.585205078125
3603,82892,-953.715576171875
3605,82938,-1057.0400390625
3607,82984,-1085.54248046875
3609,83030,-3869.89111328125
3611,83076,-1804.817626953125
3613,83122,-1116.214599609375
3615,83168,-905.6671752929688
3617,83214,-850.8848266601562
3619,83260,-843.9284057617188
3621,83306,-837.7576904296875
3623,83352,-1150.217041015625
3625,83398,-1060.5390625
3627,83444,-1005.4825439453125
3629,83490,-2035.6634521484375
3631,83536,-851.1141357421875
3633,83582,-894.1192626953125
3635,83628,-997.930908203125
3637,83674,-826.71923828125
3639,83720,-853.8153076171875
3641,83766,-884.6576538085938
3643,83812,-988.78466796875
3645,83858,-860.7337036132812
3647,83904,-1130.65625
3649,83950,-869.2821044921875
3651,83996,-849.1132202148438
3653,84042,-2227.148681640625
3655,84088,-1005.6982421875
3657,84134,-993.7919921875
3659,84180,-865.2996826171875
3661,84226,-1023.3392333984375
3663,84272,-998.1612548828125
3665,84318,-840.6741943359375
3667,84364,-1035.132568359375
3669,84410,-1008.725341796875
3671,84456,-917.61474609375
3673,84502,-977.9141845703125
3675,84548,-842.2674560546875
3677,84594,-915.3853149414062
3679,84640,-846.8895874023438
3681,84686,-1224.9539794921875
3683,84732,-1119.308349609375
3685,84778,-853.5374755859375
3687,84824,-909.1430053710938
3689,84870,-849.1123046875
3691,84916,-885.1458740234375
3693,84962,-864.5313720703125
3695,85008,-1061.304931640625
3697,85054,-884.6666259765625
3699,85100,-889.091552734375
3701,85146,-852.6573486328125
3703,85192,-958.7305908203125
3705,85238,-929.2977294921875
3707,85284,-804.9022216796875
3709,85330,-925.6483764648438
3711,85376,-917.1827392578125
3713,85422,-819.8709716796875
3715,85468,-877.5125732421875
3717,85514,-834.2919921875
3719,85560,-851.2778930664062
3721,85606,-832.9430541992188
3723,85652,-1586.7808837890625
3725,85698,-831.0852661132812
3727,85744,-1111.16552734375
3729,85790,-838.070556640625
3731,85836,-850.4777221679688
3733,85882,-826.8009033203125
3735,85928,-800.1234130859375
3737,85974,-869.9888305664062
3739,86020,-886.81640625
3741,86066,-1503.40234375
3743,86112,-882.3713989257812
3745,86158,-882.3385620117188
3747,86204,-977.5233154296875
3749,86250,-839.4514770507812
3751,86296,-810.375
3753,86342,-806.18701171875
3755,86388,-1048.452392578125
3757,86434,-848.5315551757812
3759,86480,-980.560791015625
3761,86526,-872.27197265625
3763,86572,-855.079833984375
3765,86618,-860.3182373046875
3767,86664,-819.4060668945312
3769,86710,-787.2322387695312
3771,86756,-841.8596801757812
3773,86802,-989.46337890625
3775,86848,-733.6110229492188
3777,86894,-1012.755859375
3779,86940,-877.0447998046875
3781,86986,-841.5617065429688
3783,87032,-822.14111328125
3785,87078,-849.67431640625
3787,87124,-846.51318359375
3789,87170,-836.8035278320312
3791,87216,-841.6982421875
3793,87262,-1817.635009765625
3795,87308,-1460.5006103515625
3797,87354,-1850.302001953125
3799,87400,-847.3419189453125
3801,87446,-1290.7525634765625
3803,87492,-844.1521606445312
3805,87538,-1398.103759765625
3807,87584,-1005.8121337890625
3809,87630,-876.92236328125
3811,87676,-856.331787109375
3813,87722,-1317.4840087890625
3815,87768,-995.1519775390625
3817,87814,-849.497802734375
3819,87860,-814.9512939453125
3821,87906,-817.0775146484375
3823,87952,-904.4725341796875
3825,87998,-847.69287109375
3827,88044,-998.350830078125
3829,88090,-891.847412109375
3831,88136,-872.4252319335938
3833,88182,-815.1740112304688
3835,88228,-994.2239990234375
3837,88274,-812.5958251953125
3839,88320,-866.0662231445312
3841,88366,-1068.4468994140625
3843,88412,-915.6835327148438
3845,88458,-854.1328125
3847,88504,-852.3052368164062
3849,88550,-835.4202270507812
3851,88596,-856.1476440429688
3853,88642,-849.9036254882812
3855,88688,-1316.796142578125
3857,88734,-836.9075927734375
3859,88780,-887.105712890625
3861,88826,-1107.7423095703125
3863,88872,-870.1868896484375
3865,88918,-1156.3935546875
3867,88964,-1396.9241943359375
3869,89010,-1066.126220703125
3871,89056,-955.940673828125
3873,89102,-890.0587768554688
3875,89148,-960.590087890625
3877,89194,-1102.601318359375
